# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
puuA	ER3413_1321	AIZ51103	protein_coding	0	3	0	79	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	3	34
puuB	ER3413_1327	AIZ51107	protein_coding	0	5	18	75	0	0	0	0	64	0	0	18	0	0	0	0	0	0	0	5	11
puuC	ER3413_1326	AIZ51106	protein_coding	1	2	2	90	0	0	0	0	70	1	0	2	0	0	0	0	0	0	0	2	20
puuD	ER3413_1324	AIZ51104	protein_coding	0	0	1	100	0	0	0	0	54	0	0	1	0	0	0	0	0	0	0	0	46
puuE	ER3413_1328	AIZ51108	protein_coding	1	9	14	72	0	0	0	0	42	1	0	14	0	0	0	0	0	0	0	9	30
puuP	ER3413_1320	AIZ51102	protein_coding	0	6	6	52	0	0	0	0	44	0	0	6	0	0	0	0	0	0	0	6	8
puuR	ER3413_1325	AIZ51105	protein_coding	0	0	0	88	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	30
pykA	ER3413_1906	AIZ51669	protein_coding	0	7	11	99	0	0	0	0	33	0	0	11	0	0	0	0	0	0	0	7	66
pykF	ER3413_1718	AIZ51475	protein_coding	3	1	8	43	0	0	0	0	35	0	0	8	0	0	0	0	3	0	0	1	8
pyrB	ER3413_4390	AIZ54068	protein_coding	0	3	10	108	0	0	0	0	42	0	0	10	0	0	0	0	0	0	0	3	66
pyrC	ER3413_1089	AIZ50871	protein_coding	0	4	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	62
pyrD	ER3413_968	AIZ54801	protein_coding	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
pyrE	ER3413_3753	AIZ53454	protein_coding	0	5	1	189	0	0	0	0	83	0	0	1	0	0	0	0	0	0	0	5	106
pyrF	ER3413_1303	AIZ51085	protein_coding	0	0	1	108	0	0	0	0	76	0	0	1	0	0	0	0	0	0	0	0	32
pyrG	ER3413_2865	AIZ52581	protein_coding	0	9	5	76	0	0	0	0	71	0	0	5	0	0	0	0	0	0	0	9	5
pyrH	ER3413_172	AIZ51477	protein_coding	0	0	1	19	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	13
pyrI	ER3413_4389	AIZ54066	protein_coding	0	5	6	98	0	0	0	0	31	0	1	6	0	0	0	0	0	0	0	4	67
pyrL	ER3413_4542	AIZ54208	protein_coding	0	0	1	116	0	0	0	0	49	0	0	1	0	0	0	0	0	0	0	0	67
qmcA	ER3413_501	AIZ54344	protein_coding	0	3	0	125	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	3	12
qorA	ER3413_4186	AIZ53858	protein_coding	0	4	4	35	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	4	33
qorB	ER3413_4356	AIZ54033	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
qseB	ER3413_3115	AIZ52819	protein_coding	0	1	4	43	0	0	0	0	12	0	0	4	0	0	0	0	0	0	0	1	31
qseC	ER3413_3116	AIZ52820	protein_coding	0	0	1	87	0	0	0	0	57	0	0	1	0	0	0	0	0	0	0	0	30
queA	ER3413_414	AIZ53813	protein_coding	0	0	0	36	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	14
queC	ER3413_454	AIZ54205	protein_coding	0	0	1	62	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	52
queD	ER3413_2848	AIZ52565	protein_coding	0	0	0	86	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0
queE	ER3413_2861	AIZ52577	protein_coding	0	10	5	116	0	0	0	0	62	0	0	5	0	0	0	0	0	0	0	10	54
queF	ER3413_2881	AIZ52596	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
queG	ER3413_4312	AIZ53986	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	5
quuD	ER3413_561	AIZ54398	protein_coding	1	7	4	206	0	0	0	0	53	0	0	4	0	0	0	0	1	0	0	7	153
quuQ	ER3413_1600	AIZ51359	protein_coding	0	1	1	74	0	0	0	0	27	0	0	1	0	0	0	0	0	0	0	1	47
racC	ER3413_1377	AIZ51158	protein_coding	0	0	4	36	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	35
racR	ER3413_4524	AIZ54188	protein_coding	0	1	2	48	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	1	42
radA	ER3413_4500	AIZ54163	protein_coding	0	0	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
raiA	ER3413_2679	AIZ52414	protein_coding	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13
ralR	ER3413_4587	AIZ54257	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
rapA	ER3413_54	AIZ54380	protein_coding	0	1	0	128	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	120
rarA	ER3413_912	AIZ54743	protein_coding	1	5	0	40	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	5	15
rarD	ER3413_3933	AIZ53625	protein_coding	0	0	0	50	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	29
ratA	ER3413_2700	AIZ52437	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ratB	ER3413_2699	AIZ52434	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ravA	ER3413_3859	AIZ53560	protein_coding	0	0	1	76	0	0	0	0	73	0	0	1	0	0	0	0	0	0	0	0	3
rayT	ER3413_232	AIZ52061	protein_coding	0	5	17	203	0	0	0	0	93	0	0	17	0	0	0	0	0	0	0	5	110
rbbA	ER3413_3576	AIZ53281	protein_coding	3	28	42	217	0	1	0	0	133	0	0	41	0	0	0	0	3	0	0	28	84
rbfA	ER3413_3260	AIZ52964	protein_coding	1	1	1	61	0	0	0	0	26	0	0	1	0	0	0	0	1	0	0	1	35
rbn	ER3413_2344	AIZ52084	protein_coding	0	3	2	124	0	0	0	0	124	0	0	2	0	0	0	0	0	0	0	3	0
rbsA	ER3413_3862	AIZ53564	protein_coding	0	0	0	50	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	4
rbsB	ER3413_3864	AIZ53566	protein_coding	0	0	0	88	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	3
rbsC	ER3413_3863	AIZ53565	protein_coding	0	0	1	69	0	0	0	0	67	0	0	1	0	0	0	0	0	0	0	0	2
rbsD	ER3413_3861	AIZ53563	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5
rbsK	ER3413_3865	AIZ53567	protein_coding	0	1	0	109	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	1	4
rbsR	ER3413_3867	AIZ53569	protein_coding	1	11	14	91	0	0	0	0	88	0	0	14	0	1	0	0	0	1	0	11	3
rcbA	ER3413_4543	AIZ54209	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
rclA	ER3413_311	ER3413_311	pseudogene	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1
rcnA	ER3413_2168	AIZ51915	protein_coding	1	5	5	148	0	0	0	0	89	0	0	5	0	0	0	0	1	0	0	5	59
rcnB	ER3413_2169	AIZ51916	protein_coding	0	7	3	153	0	0	0	0	83	0	0	3	0	0	0	0	0	0	0	7	70
rcnR	ER3413_2167	AIZ51914	protein_coding	0	0	0	144	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	90
rcsA	ER3413_2003	AIZ51767	protein_coding	0	1	3	229	0	0	0	0	124	0	0	3	0	0	0	0	0	0	0	1	105
rcsB	ER3413_2289	AIZ52030	protein_coding	1	2	9	93	0	0	0	0	63	0	0	9	0	0	0	0	1	0	0	2	30
rcsC	ER3413_2290	AIZ52032	protein_coding	1	20	19	79	0	0	0	0	46	0	0	19	0	0	0	0	1	0	0	20	33
rcsD	ER3413_2288	AIZ52029	protein_coding	3	5	11	92	0	0	0	0	74	1	0	11	0	0	0	0	2	0	0	5	18
rcsF	ER3413_199	AIZ51751	protein_coding	0	2	4	131	0	0	0	0	107	0	0	4	0	0	0	0	0	0	0	2	24
rdgB	ER3413_3042	AIZ52752	protein_coding	0	2	11	66	0	0	0	0	33	0	0	11	0	0	0	0	0	0	0	2	33
rdgC	ER3413_401	AIZ53697	protein_coding	0	0	0	51	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	22
rdlA	ER3413_4642	ER3413_4642-1	lincRNA	0	0	0	30	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	23
rdlB	ER3413_4643	ER3413_4643-1	lincRNA	0	0	0	30	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	23
rdlC	ER3413_4644	ER3413_4644-1	lincRNA	0	0	0	27	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	22
rdlD	ER3413_4669	ER3413_4669-1	lincRNA	0	0	0	92	0	0	0	0	51	0	0	0	3	0	0	0	0	0	0	0	38
rdoA	ER3413_3972	AIZ53661	protein_coding	0	0	0	65	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	53
recA	ER3413_2777	AIZ52496	protein_coding	1	5	3	18	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	5	18
recB	ER3413_2907	AIZ52621	protein_coding	0	3	14	50	0	0	0	0	31	0	0	14	0	0	0	0	0	0	0	3	19
recC	ER3413_2909	AIZ52623	protein_coding	0	3	1	31	0	0	0	0	26	0	0	1	0	0	0	0	0	0	0	3	5
recD	ER3413_2906	AIZ52620	protein_coding	0	5	6	76	0	0	0	0	43	0	0	6	0	0	0	0	0	0	0	5	33
recE	ER3413_1376	AIZ51157	protein_coding	0	0	1	35	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	34
recF	ER3413_3813	AIZ53512	protein_coding	3	6	19	49	0	0	0	0	46	0	0	19	0	0	0	0	3	0	0	6	3
recG	ER3413_3763	AIZ53465	protein_coding	1	0	0	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	33
recJ	ER3413_2978	AIZ52689	protein_coding	0	13	10	79	0	0	0	0	34	0	0	10	0	0	0	0	0	0	0	13	45
recN	ER3413_2697	AIZ52432	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6
recO	ER3413_2647	AIZ52384	protein_coding	0	1	2	125	0	0	0	0	78	0	0	2	0	0	0	0	0	0	0	1	47
recQ	ER3413_3936	AIZ53628	protein_coding	0	6	1	69	0	0	0	0	57	0	0	1	0	0	0	0	0	0	0	6	12
recR	ER3413_483	AIZ54324	protein_coding	0	5	0	104	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	5	48
recT	ER3413_1375	AIZ51156	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6
recX	ER3413_2776	AIZ52495	protein_coding	0	0	0	29	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	26
relA	ER3413_2869	AIZ52585	protein_coding	0	0	1	25	0	0	0	0	21	0	0	1	0	0	0	0	0	0	0	0	4
relB	ER3413_1604	AIZ51362	protein_coding	0	0	1	96	0	0	0	0	30	0	0	1	0	0	0	0	0	0	0	0	66
relE	ER3413_4527	AIZ54191	protein_coding	0	1	5	82	0	0	0	0	25	0	0	5	0	0	0	0	0	0	0	1	57
rem	ER3413_1602	AIZ51361	protein_coding	0	2	4	72	0	0	0	0	14	0	0	4	0	0	0	0	0	0	0	2	58
rep	ER3413_3888	AIZ53583	protein_coding	0	6	8	3	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	6	1
rfaH	ER3413_3952	AIZ53646	protein_coding	0	0	0	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	52
rfbA	ER3413_2101	AIZ51847	protein_coding	0	8	33	192	0	0	0	0	184	0	0	33	0	0	0	0	0	0	0	8	8
rfbB	ER3413_2103	AIZ51848	protein_coding	0	0	0	179	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0
rfbC	ER3413_4572	AIZ54241	protein_coding	1	10	3	229	0	0	0	0	180	0	0	3	0	0	0	0	1	0	0	10	49
rfbD	ER3413_2102	ER3413_2102	pseudogene	0	0	0	203	0	0	0	0	197	0	0	0	6	0	0	0	0	0	0	0	0
rffG	ER3413_3899	AIZ53593	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
rffH	ER3413_3900	AIZ53596	protein_coding	0	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3
rhaA	ER3413_4023	AIZ53710	protein_coding	0	0	0	19	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	4
rhaB	ER3413_4024	AIZ53711	protein_coding	0	2	0	9	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	3
rhaD	ER3413_4022	AIZ53709	protein_coding	0	1	1	31	0	0	0	0	28	0	0	1	0	0	0	0	0	0	0	1	3
rhaM	ER3413_4021	AIZ53708	protein_coding	0	0	0	34	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	4
rhaR	ER3413_4028	AIZ53714	protein_coding	0	0	1	6	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4
rhaS	ER3413_4026	AIZ53712	protein_coding	0	0	0	7	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
rhaT	ER3413_4027	AIZ53713	protein_coding	0	0	1	5	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	2
rhlB	ER3413_3890	AIZ53586	protein_coding	0	0	1	18	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	3
rhlE	ER3413_815	AIZ54639	protein_coding	0	6	2	70	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	6	67
rhmA	ER3413_2319	AIZ52060	protein_coding	0	1	4	47	0	0	0	0	13	0	0	4	0	0	0	0	0	0	0	1	34
rhmD	ER3413_2321	ER3413_2321	pseudogene	0	0	0	80	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	47
rhmR	ER3413_2323	AIZ52063	protein_coding	0	0	1	86	0	0	0	0	33	0	0	1	0	0	0	0	0	0	0	0	53
rhmT	ER3413_2320	AIZ52062	protein_coding	0	5	9	59	0	0	0	0	18	0	0	9	0	0	0	0	0	0	0	5	41
rho	ER3413_3893	AIZ53588	protein_coding	0	0	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12
rhsA	ER3413_3702	AIZ53402	protein_coding	1	9	13	7	0	0	0	0	5	0	0	13	0	0	0	0	1	0	0	9	2
rhsB	ER3413_3573	AIZ53278	protein_coding	4	11	20	154	0	0	0	0	126	1	0	20	0	0	0	0	3	0	0	11	28
rhsC	ER3413_716	AIZ54544	protein_coding	1	3	11	40	0	0	0	0	38	1	0	11	0	0	0	0	0	0	0	3	2
rhsD	ER3413_509	AIZ54352	protein_coding	1	64	32	40	0	0	0	0	6	0	0	32	0	0	0	0	1	0	0	64	34
rhtA	ER3413_831	AIZ54657	protein_coding	0	0	1	8	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	0	1
rhtB	ER3413_3938	AIZ53630	protein_coding	1	6	2	56	0	0	0	0	18	0	0	2	0	1	0	0	0	1	0	6	38
rhtC	ER3413_3937	AIZ53629	protein_coding	2	4	4	55	0	0	0	0	47	0	0	4	0	1	0	0	1	1	0	4	8
ribA	ER3413_1298	AIZ51079	protein_coding	0	3	6	49	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	3	47
ribB	ER3413_3130	AIZ52834	protein_coding	0	0	0	26	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	12
ribC	ER3413_1703	AIZ51462	protein_coding	0	0	0	14	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	5
ribD	ER3413_423	AIZ53901	protein_coding	1	14	7	132	0	0	0	0	80	0	0	7	0	0	0	0	1	0	0	14	52
ribE	ER3413_424	AIZ53912	protein_coding	0	4	3	159	0	0	0	0	91	0	0	3	0	0	0	0	0	0	0	4	68
ribF	ER3413_19	AIZ51662	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ridA	ER3413_4388	AIZ54065	protein_coding	0	0	2	96	0	0	0	0	29	0	0	2	0	0	0	0	0	0	0	0	67
rihA	ER3413_666	AIZ54502	protein_coding	0	0	0	85	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	81
rihB	ER3413_2230	AIZ51971	protein_coding	0	0	0	43	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	4
rihC	ER3413_24	AIZ52142	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
rimJ	ER3413_1093	AIZ50876	protein_coding	0	2	3	79	0	0	0	0	31	0	0	3	0	0	0	0	0	0	0	2	48
rimK	ER3413_870	AIZ54699	protein_coding	0	0	0	48	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	42
rimL	ER3413_1457	AIZ51227	protein_coding	0	0	0	125	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	61
rimM	ER3413_2689	AIZ52425	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	6
rimO	ER3413_853	AIZ54680	protein_coding	0	21	5	53	0	0	0	0	39	0	0	5	0	0	0	0	0	0	0	21	14
rimP	ER3413_3263	AIZ52967	protein_coding	0	0	0	53	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	10
rlmA	ER3413_1869	AIZ51632	protein_coding	0	0	4	90	0	0	0	0	43	0	0	4	0	0	0	0	0	0	0	0	47
rlmB	ER3413_4326	AIZ54001	protein_coding	0	1	5	74	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	1	71
rlmC	ER3413_878	AIZ54706	protein_coding	1	10	18	73	0	0	0	0	41	0	0	18	0	0	0	0	1	0	0	10	32
rlmD	ER3413_2870	AIZ52587	protein_coding	0	1	0	21	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	3
rlmE	ER3413_3273	AIZ52974	protein_coding	0	0	0	14	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4
rlmF	ER3413_826	AIZ54651	protein_coding	0	1	0	7	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	0
rlmG	ER3413_3176	AIZ52878	protein_coding	0	8	9	90	0	0	0	0	21	0	0	9	0	0	0	0	0	0	0	8	69
rlmH	ER3413_651	AIZ54486	protein_coding	0	2	0	75	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	2	45
rlmI	ER3413_990	AIZ54825	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
rlmJ	ER3413_3592	AIZ53294	protein_coding	0	0	0	59	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	2
rlmL	ER3413_971	AIZ54805	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1
rlmM	ER3413_2893	AIZ52608	protein_coding	0	0	2	27	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	25
rlmN	ER3413_2596	AIZ52334	protein_coding	0	0	0	86	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	41
rlpA	ER3413_647	AIZ54482	protein_coding	1	8	3	80	0	0	0	0	59	1	0	3	0	0	0	0	0	0	0	8	21
rluA	ER3413_53	AIZ54369	protein_coding	0	2	0	63	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	2	57
rluB	ER3413_1288	AIZ51068	protein_coding	1	2	9	34	0	0	0	0	6	0	0	9	0	0	0	0	1	0	0	2	28
rluC	ER3413_1114	AIZ50898	protein_coding	0	5	8	44	0	0	0	0	17	0	0	8	0	0	0	0	0	0	0	5	27
rluD	ER3413_2677	AIZ52412	protein_coding	0	0	0	41	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0
rluE	ER3413_1165	AIZ50952	protein_coding	0	0	0	57	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	7
rluF	ER3413_4151	AIZ53826	protein_coding	0	8	10	91	0	0	0	0	56	0	0	10	0	0	0	0	0	0	0	8	35
rmf	ER3413_4623	AIZ54297	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
rmuC	ER3413_3945	AIZ53638	protein_coding	1	4	4	32	0	0	0	0	1	0	0	4	0	0	0	0	1	0	0	4	31
rna	ER3413_624	AIZ54460	protein_coding	0	0	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	13
rnb	ER3413_1310	AIZ51091	protein_coding	0	15	14	108	0	0	0	0	58	0	0	14	0	1	0	0	0	0	1	14	50
rnc	ER3413_2649	AIZ52386	protein_coding	0	0	1	118	0	0	0	0	45	0	0	1	0	0	0	0	0	0	0	0	73
rnd	ER3413_1851	AIZ51614	protein_coding	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38
rne	ER3413_1112	AIZ50897	protein_coding	1	12	13	30	0	0	0	0	1	0	0	13	0	0	0	0	1	0	0	12	29
rng	ER3413_3331	AIZ53037	protein_coding	0	0	0	75	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	72
rnhA	ER3413_217	AIZ51917	protein_coding	0	0	2	50	0	0	0	0	39	0	0	2	0	0	0	0	0	0	0	0	11
rnhB	ER3413_185	AIZ51612	protein_coding	0	4	2	161	0	0	0	0	80	0	0	2	0	0	0	0	0	0	0	4	81
rnk	ER3413_623	AIZ54459	protein_coding	0	0	0	15	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	5
rnlA	ER3413_2708	AIZ52445	protein_coding	0	3	8	50	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	3	30
rnlB	ER3413_2709	AIZ52446	protein_coding	0	0	0	61	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	41
rnpA	ER3413_3817	AIZ53516	protein_coding	0	0	0	45	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	38
rnpB	ER3413_4635	ER3413_4635-1	lincRNA	0	0	0	83	0	0	0	0	59	0	0	0	8	0	0	0	0	0	0	0	16
rnr	ER3413_4325	AIZ54000	protein_coding	2	5	9	98	0	0	0	0	12	0	0	9	0	0	0	0	2	0	0	5	86
rnt	ER3413_1691	AIZ51449	protein_coding	0	0	0	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10
rob	ER3413_4507	AIZ54169	protein_coding	0	16	3	143	0	0	0	0	47	0	0	3	0	0	0	0	0	0	0	16	96
rodZ	ER3413_2595	AIZ52333	protein_coding	0	1	6	63	0	0	0	0	52	0	0	6	0	0	0	0	0	0	0	1	11
rof	ER3413_191	AIZ51673	protein_coding	0	0	2	192	0	0	0	0	90	0	0	2	0	0	0	0	0	0	0	0	102
rpe	ER3413_3473	AIZ53177	protein_coding	0	3	9	84	0	0	0	0	74	0	0	9	0	0	0	0	0	0	0	3	10
rph	ER3413_3754	AIZ53455	protein_coding	0	3	13	166	0	0	0	0	79	0	0	13	0	0	0	0	0	0	0	3	87
rpiA	ER3413_3002	AIZ52714	protein_coding	0	0	1	115	0	0	0	0	94	0	0	1	0	0	0	0	0	0	0	0	21
rpiB	ER3413_4232	AIZ53904	protein_coding	0	4	4	135	0	0	0	0	46	0	0	4	0	0	0	0	0	0	0	4	89
rpiR	ER3413_4231	AIZ53903	protein_coding	1	7	8	134	0	0	0	0	90	0	0	8	0	0	0	0	1	0	0	7	44
rplA	ER3413_4108	AIZ53786	protein_coding	0	0	0	90	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	68
rplB	ER3413_3403	AIZ53101	protein_coding	0	8	2	56	0	0	0	0	55	0	0	2	0	0	0	0	0	0	0	8	1
rplC	ER3413_3406	AIZ53104	protein_coding	0	0	0	50	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	1
rplD	ER3413_3405	AIZ53103	protein_coding	0	0	0	54	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	1
rplE	ER3413_3394	AIZ53090	protein_coding	0	1	1	115	0	0	0	0	68	0	0	1	0	0	0	0	0	0	0	1	47
rplF	ER3413_3391	AIZ53087	protein_coding	0	1	3	115	0	0	0	0	54	0	0	3	0	0	0	0	0	0	0	1	61
rplI	ER3413_4348	AIZ54025	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
rplJ	ER3413_4109	AIZ53787	protein_coding	0	0	0	77	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	52
rplK	ER3413_4107	AIZ53785	protein_coding	0	0	0	98	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	76
rplL	ER3413_4110	AIZ53789	protein_coding	0	0	0	66	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	41
rplM	ER3413_3316	AIZ53020	protein_coding	0	0	1	31	0	0	0	0	29	0	0	1	0	0	0	0	0	0	0	0	2
rplN	ER3413_3396	AIZ53092	protein_coding	0	0	3	113	0	0	0	0	72	0	0	3	0	0	0	0	0	0	0	0	41
rplO	ER3413_3387	AIZ53083	protein_coding	0	4	0	101	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	4	58
rplP	ER3413_3399	AIZ53095	protein_coding	0	2	4	88	0	0	0	0	55	0	0	4	0	0	0	0	0	0	0	2	33
rplQ	ER3413_3380	AIZ53076	protein_coding	0	1	1	66	0	0	0	0	19	0	0	1	0	0	0	0	0	0	0	1	47
rplR	ER3413_3390	AIZ53086	protein_coding	0	2	2	108	0	0	0	0	52	0	0	2	0	0	0	0	0	0	0	2	56
rplS	ER3413_2687	AIZ52423	protein_coding	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9
rplT	ER3413_1759	AIZ51517	protein_coding	0	0	0	86	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	24
rplU	ER3413_3280	AIZ52982	protein_coding	0	0	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	15
rplV	ER3413_3401	AIZ53099	protein_coding	1	0	1	73	0	0	0	0	60	1	0	1	0	0	0	0	0	0	0	0	13
rplW	ER3413_3404	AIZ53102	protein_coding	0	0	0	56	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	1
rplX	ER3413_3395	AIZ53091	protein_coding	0	3	0	114	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	3	44
rplY	ER3413_2256	AIZ51997	protein_coding	0	0	1	52	0	0	0	0	22	0	0	1	0	0	0	0	0	0	0	0	30
rpmA	ER3413_3279	AIZ52980	protein_coding	0	1	1	19	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	1	15
rpmB	ER3413_3748	AIZ53448	protein_coding	0	2	6	116	0	0	0	0	36	0	0	6	0	0	0	0	0	0	0	2	80
rpmC	ER3413_3398	AIZ53094	protein_coding	0	0	0	96	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	39
